,날짜,종가,전일비,시가,고가,저가,거래량
2,2003.05.15,315000.0,5500.0,312000.0,317000.0,307500.0,570203.0
3,2003.05.14,309500.0,6500.0,313000.0,315000.0,308500.0,489339.0
4,2003.05.13,316000.0,11000.0,327000.0,327000.0,314500.0,587863.0
5,2003.05.12,327000.0,10000.0,325000.0,329500.0,323000.0,732201.0
9,2003.05.09,317000.0,2500.0,316000.0,318500.0,313000.0,457465.0
10,2003.05.07,319500.0,6500.0,317000.0,320000.0,310000.0,983272.0
11,2003.05.06,313000.0,6000.0,310500.0,316000.0,310500.0,718481.0
12,2003.05.02,307000.0,2000.0,305000.0,310000.0,300500.0,822432.0
13,2003.04.30,305000.0,4500.0,302000.0,306500.0,299500.0,640825.0
1,2003.04.29,300500.0,15500.0,293500.0,301500.0,291000.0,624782.0
2,2003.04.28,285000.0,2500.0,284500.0,292000.0,283000.0,544833.0
3,2003.04.25,287500.0,7500.0,290000.0,292000.0,285000.0,715217.0
4,2003.04.24,295000.0,5000.0,299000.0,302000.0,292000.0,476185.0
5,2003.04.23,300000.0,1500.0,302500.0,305500.0,299000.0,473874.0
9,2003.04.22,298500.0,10500.0,305000.0,307000.0,297500.0,713899.0
10,2003.04.21,309000.0,6000.0,312000.0,317000.0,308500.0,409736.0
11,2003.04.18,315000.0,13000.0,310500.0,315000.0,303000.0,815768.0
12,2003.04.17,302000.0,8500.0,307000.0,310500.0,302000.0,685584.0
13,2003.04.16,310500.0,14500.0,305000.0,312500.0,303500.0,1101778.0
1,2003.04.15,296000.0,10500.0,293000.0,296500.0,290500.0,705281.0
2,2003.04.14,285500.0,500.0,283500.0,294000.0,283500.0,703508.0
3,2003.04.11,285000.0,3000.0,285000.0,294000.0,284500.0,793342.0
4,2003.04.10,288000.0,1500.0,286500.0,291000.0,283500.0,1081435.0
5,2003.04.09,286500.0,12500.0,292000.0,294000.0,286000.0,849424.0
9,2003.04.08,299000.0,0.0,292000.0,301500.0,291000.0,808535.0
10,2003.04.07,299000.0,15500.0,288000.0,300500.0,285500.0,995761.0
11,2003.04.04,283500.0,4500.0,276000.0,285500.0,272000.0,1075290.0
12,2003.04.03,279000.0,0.0,286000.0,287500.0,279000.0,1184791.0
13,2003.04.02,279000.0,5000.0,285000.0,287000.0,277500.0,1206928.0
1,2003.04.01,284000.0,0.0,278000.0,284000.0,274000.0,994684.0
2,2003.03.31,284000.0,23000.0,298000.0,300000.0,284000.0,928851.0
3,2003.03.28,307000.0,8500.0,299000.0,307000.0,296500.0,664470.0
4,2003.03.27,298500.0,5500.0,299000.0,302500.0,296500.0,482682.0
5,2003.03.26,304000.0,2000.0,308000.0,310500.0,303000.0,902893.0
9,2003.03.25,306000.0,6500.0,307000.0,307000.0,303000.0,884295.0
10,2003.03.24,312500.0,2500.0,317000.0,317000.0,311000.0,830822.0
11,2003.03.21,315000.0,3500.0,311500.0,316500.0,308500.0,623172.0
12,2003.03.20,311500.0,15500.0,300000.0,311500.0,298000.0,1190038.0
13,2003.03.19,296000.0,3000.0,296000.0,301000.0,294000.0,587196.0
1,2003.03.18,299000.0,11000.0,299500.0,301500.0,293500.0,842759.0
2,2003.03.17,288000.0,8500.0,296500.0,297000.0,282000.0,770011.0
3,2003.03.14,296500.0,6500.0,299000.0,303000.0,293000.0,765947.0
4,2003.03.13,290000.0,0.0,290500.0,291500.0,282500.0,1076920.0
5,2003.03.12,290000.0,2500.0,287500.0,291500.0,286500.0,1011632.0
9,2003.03.11,287500.0,1000.0,284500.0,290000.0,280000.0,1031421.0
10,2003.03.10,286500.0,5500.0,284500.0,289000.0,282000.0,584297.0
11,2003.03.07,281000.0,5000.0,273000.0,285000.0,270000.0,793785.0
12,2003.03.06,276000.0,0.0,279000.0,279000.0,271500.0,382243.0
13,2003.03.05,276000.0,9000.0,278000.0,279500.0,273000.0,668456.0
1,2003.03.04,285000.0,10000.0,287500.0,289000.0,282500.0,508102.0
2,2003.03.03,295000.0,15500.0,279500.0,295000.0,279500.0,510466.0
3,2003.02.28,279500.0,4000.0,283500.0,287000.0,279000.0,409838.0
4,2003.02.27,283500.0,500.0,280000.0,285500.0,276000.0,759059.0
5,2003.02.26,284000.0,5500.0,289500.0,292000.0,282500.0,659611.0
9,2003.02.25,289500.0,20000.0,300000.0,302000.0,289500.0,949327.0
10,2003.02.24,309500.0,7500.0,303000.0,314000.0,303000.0,660009.0
11,2003.02.21,302000.0,500.0,305000.0,305000.0,299500.0,429893.0
12,2003.02.20,302500.0,5500.0,294000.0,303000.0,294000.0,668674.0
13,2003.02.19,297000.0,4000.0,300000.0,308000.0,297000.0,990908.0
1,2003.02.18,293000.0,2500.0,291000.0,293500.0,286000.0,506335.0
2,2003.02.17,290500.0,17500.0,282000.0,292000.0,280000.0,863122.0
3,2003.02.14,273000.0,1500.0,270000.0,273000.0,266000.0,634666.0
4,2003.02.13,271500.0,8500.0,279000.0,280500.0,271500.0,795304.0
5,2003.02.12,280000.0,8500.0,266000.0,280000.0,266000.0,762056.0
9,2003.02.11,271500.0,2000.0,270000.0,275500.0,259500.0,1041094.0
10,2003.02.10,269500.0,4500.0,271000.0,273000.0,267500.0,787848.0
11,2003.02.07,274000.0,9000.0,280000.0,282000.0,270000.0,973941.0
12,2003.02.06,283000.0,8000.0,290500.0,292000.0,281500.0,769287.0
13,2003.02.05,291000.0,3000.0,289000.0,295500.0,289000.0,428657.0
1,2003.02.04,294000.0,1000.0,293000.0,298000.0,292000.0,817051.0
2,2003.02.03,293000.0,1500.0,289000.0,294500.0,286000.0,573437.0
3,2003.01.30,291500.0,0.0,293000.0,295500.0,289500.0,701387.0
4,2003.01.29,291500.0,15500.0,303500.0,306500.0,290000.0,930489.0
5,2003.01.28,307000.0,8000.0,299000.0,307000.0,299000.0,528687.0
9,2003.01.27,299000.0,14000.0,301000.0,305000.0,298500.0,929328.0
10,2003.01.24,313000.0,3000.0,316000.0,317000.0,306500.0,668930.0
11,2003.01.23,316000.0,4500.0,311500.0,318500.0,307500.0,734049.0
12,2003.01.22,311500.0,7500.0,314500.0,318500.0,309000.0,653428.0
13,2003.01.21,319000.0,1000.0,318000.0,320000.0,314500.0,533585.0
1,2003.01.20,320000.0,500.0,312000.0,321000.0,312000.0,372232.0
2,2003.01.17,320500.0,9500.0,327500.0,328500.0,320500.0,488166.0
3,2003.01.16,330000.0,6000.0,320000.0,330000.0,316000.0,807630.0
4,2003.01.15,324000.0,4500.0,330000.0,333500.0,322000.0,654733.0
5,2003.01.14,328500.0,6000.0,330000.0,332500.0,325000.0,526476.0
9,2003.01.13,334500.0,10500.0,320000.0,334500.0,318500.0,628932.0
10,2003.01.10,324000.0,1000.0,330000.0,332500.0,317000.0,1252880.0
11,2003.01.09,323000.0,17000.0,331000.0,333000.0,321000.0,1505829.0
12,2003.01.08,340000.0,2500.0,346000.0,346500.0,338500.0,504232.0
13,2003.01.07,342500.0,7000.0,359000.0,359000.0,342000.0,577944.0
1,2003.01.06,349500.0,5500.0,347000.0,351500.0,344000.0,499437.0
2,2003.01.03,344000.0,22500.0,335000.0,350000.0,332000.0,1110675.0
3,2003.01.02,321500.0,7500.0,319000.0,323000.0,315000.0,511660.0
4,2002.12.30,314000.0,22000.0,330500.0,335000.0,313000.0,998166.0
5,2002.12.27,336000.0,3500.0,335000.0,343500.0,334000.0,462714.0
9,2002.12.26,339500.0,3000.0,342500.0,344000.0,337000.0,520499.0
10,2002.12.24,342500.0,5500.0,345000.0,349000.0,341500.0,487403.0
11,2002.12.23,348000.0,10000.0,358000.0,359000.0,347000.0,513523.0
12,2002.12.20,358000.0,500.0,356000.0,360000.0,350500.0,619268.0
13,2002.12.18,357500.0,4000.0,347000.0,360000.0,345000.0,637586.0
1,2002.12.17,353500.0,5000.0,355000.0,357000.0,352000.0,904605.0
2,2002.12.16,348500.0,13500.0,353000.0,356000.0,348000.0,1013021.0
3,2002.12.13,362000.0,6000.0,365000.0,366500.0,359000.0,632651.0
4,2002.12.12,368000.0,2000.0,365500.0,368000.0,365500.0,1152112.0
5,2002.12.11,366000.0,1500.0,367000.0,367500.0,360500.0,702806.0
9,2002.12.10,364500.0,8000.0,364000.0,366000.0,362000.0,635667.0
10,2002.12.09,372500.0,500.0,373000.0,374000.0,365000.0,786012.0
11,2002.12.06,372000.0,1500.0,370000.0,374000.0,366500.0,555831.0
12,2002.12.05,373500.0,0.0,369000.0,375000.0,363500.0,931069.0
13,2002.12.04,373500.0,19500.0,386000.0,387500.0,373500.0,848723.0
1,2002.12.03,393000.0,6000.0,388000.0,395000.0,385000.0,753268.0
2,2002.12.02,387000.0,0.0,387000.0,387000.0,381000.0,260648.0
3,2002.11.29,387000.0,2000.0,385500.0,388000.0,382500.0,561797.0
4,2002.11.28,385000.0,5000.0,387000.0,392500.0,383000.0,774721.0
5,2002.11.27,380000.0,1500.0,372000.0,380000.0,372000.0,478004.0
9,2002.11.26,378500.0,0.0,379500.0,382000.0,374500.0,784523.0
10,2002.11.25,378500.0,5500.0,375000.0,380000.0,373000.0,648471.0
11,2002.11.22,373000.0,4000.0,378000.0,380000.0,373000.0,971067.0
12,2002.11.21,369000.0,9000.0,371000.0,373500.0,368000.0,1101230.0
13,2002.11.20,360000.0,7500.0,353000.0,360500.0,349500.0,805432.0
1,2002.11.19,352500.0,1500.0,346000.0,352500.0,346000.0,416569.0
2,2002.11.18,351000.0,7000.0,358000.0,358500.0,349500.0,569251.0
3,2002.11.15,358000.0,18000.0,351000.0,358000.0,349500.0,839805.0
4,2002.11.14,340000.0,9000.0,345000.0,349000.0,339000.0,632799.0
5,2002.11.13,349000.0,2500.0,349500.0,351000.0,344500.0,764295.0
9,2002.11.12,346500.0,2500.0,339500.0,347500.0,338500.0,662026.0
10,2002.11.11,349000.0,10500.0,356000.0,356000.0,345000.0,557147.0
11,2002.11.08,359500.0,7000.0,356000.0,359500.0,352000.0,720079.0
12,2002.11.07,366500.0,1000.0,365500.0,369000.0,359000.0,830950.0
13,2002.11.06,365500.0,4000.0,368000.0,368500.0,361500.0,655035.0
1,2002.11.05,361500.0,6000.0,369500.0,370000.0,357000.0,922212.0
2,2002.11.04,367500.0,26500.0,354000.0,368500.0,351500.0,1375910.0
3,2002.11.01,341000.0,4000.0,343000.0,346000.0,338500.0,544556.0
4,2002.10.31,345000.0,7000.0,345000.0,348000.0,337500.0,825659.0
5,2002.10.30,338000.0,15000.0,347000.0,349000.0,332000.0,1265984.0
9,2002.10.29,353000.0,8000.0,359500.0,363000.0,353000.0,904939.0
10,2002.10.28,361000.0,21000.0,348000.0,363000.0,347500.0,1154421.0
11,2002.10.25,340000.0,6000.0,330500.0,342000.0,330500.0,905743.0
12,2002.10.24,334000.0,6000.0,332500.0,338000.0,332000.0,1005967.0
13,2002.10.23,328000.0,8500.0,320500.0,328000.0,313500.0,935038.0
1,2002.10.22,319500.0,4500.0,331500.0,332000.0,313000.0,806741.0
2,2002.10.21,324000.0,2500.0,325000.0,331500.0,321000.0,650290.0
3,2002.10.18,326500.0,19000.0,320000.0,330500.0,316000.0,1814446.0
4,2002.10.17,307500.0,2500.0,303000.0,311000.0,296500.0,1162533.0
5,2002.10.16,305000.0,5000.0,305000.0,307000.0,297500.0,1056456.0
9,2002.10.15,300000.0,12000.0,293000.0,302500.0,287500.0,918245.0
10,2002.10.14,288000.0,14500.0,285000.0,290500.0,283000.0,966420.0
11,2002.10.11,273500.0,0.0,283500.0,283500.0,265500.0,1354700.0
12,2002.10.10,273500.0,24000.0,290500.0,293500.0,272500.0,1450691.0
13,2002.10.09,297500.0,2500.0,302000.0,302000.0,296000.0,558956.0
1,2002.10.08,300000.0,4000.0,294500.0,300000.0,294500.0,592218.0
2,2002.10.07,296000.0,10000.0,303000.0,304000.0,296000.0,443629.0
3,2002.10.04,306000.0,6500.0,292000.0,307500.0,292000.0,690231.0
4,2002.10.02,299500.0,2000.0,307000.0,308000.0,298000.0,729498.0
5,2002.10.01,297500.0,1000.0,291000.0,299500.0,291000.0,691675.0
9,2002.09.30,298500.0,11000.0,299500.0,300000.0,294000.0,815688.0
10,2002.09.27,309500.0,4500.0,308000.0,316000.0,307000.0,616995.0
11,2002.09.26,314000.0,7000.0,316000.0,318500.0,309000.0,850704.0
12,2002.09.25,307000.0,12000.0,313000.0,317000.0,304000.0,845912.0
13,2002.09.24,319000.0,2500.0,313000.0,319000.0,311000.0,893008.0
1,2002.09.23,321500.0,13500.0,328000.0,330000.0,318500.0,896036.0
2,2002.09.19,335000.0,2000.0,335000.0,339500.0,333500.0,429927.0
3,2002.09.18,333000.0,9000.0,332000.0,335000.0,330000.0,569662.0
4,2002.09.17,342000.0,14500.0,334000.0,342000.0,330500.0,673174.0
5,2002.09.16,327500.0,4000.0,334000.0,334000.0,327000.0,387702.0
9,2002.09.13,331500.0,11500.0,336500.0,337000.0,331500.0,478466.0
10,2002.09.12,343000.0,6500.0,338500.0,343000.0,335500.0,657787.0
11,2002.09.11,336500.0,6500.0,333500.0,339500.0,331000.0,532281.0
12,2002.09.10,330000.0,6500.0,324500.0,330000.0,324000.0,346489.0
13,2002.09.09,323500.0,1500.0,326500.0,328500.0,321500.0,440353.0
1,2002.09.06,322000.0,1000.0,318500.0,324500.0,318000.0,559495.0
2,2002.09.05,321000.0,3000.0,328000.0,328500.0,321000.0,355424.0
3,2002.09.04,324000.0,9500.0,326000.0,328000.0,321500.0,672888.0
4,2002.09.03,333500.0,6500.0,341000.0,342000.0,332500.0,458970.0
5,2002.09.02,340000.0,9000.0,329500.0,340000.0,328500.0,576211.0
9,2002.08.30,331000.0,3000.0,326000.0,332000.0,324000.0,630618.0
10,2002.08.29,328000.0,0.0,336000.0,336000.0,324000.0,573935.0
11,2002.08.28,328000.0,5000.0,325000.0,333000.0,325000.0,596664.0
12,2002.08.27,333000.0,7500.0,340500.0,341500.0,333000.0,676730.0
13,2002.08.26,340500.0,4500.0,342000.0,342000.0,338500.0,636221.0
1,2002.08.23,345000.0,2500.0,347500.0,350000.0,343500.0,775271.0
2,2002.08.22,347500.0,2500.0,352000.0,353000.0,346500.0,792234.0
3,2002.08.21,350000.0,4000.0,346000.0,350000.0,342500.0,800969.0
4,2002.08.20,346000.0,13000.0,340000.0,347000.0,338500.0,849757.0
5,2002.08.19,333000.0,7500.0,332000.0,335000.0,328500.0,463502.0
9,2002.08.16,325500.0,3500.0,330000.0,333000.0,325000.0,635052.0
10,2002.08.14,322000.0,2500.0,322000.0,323000.0,318000.0,719624.0
11,2002.08.13,324500.0,7500.0,317000.0,324500.0,317000.0,392734.0
12,2002.08.12,317000.0,2000.0,319000.0,321000.0,313000.0,776669.0
13,2002.08.09,319000.0,5500.0,319500.0,322500.0,317500.0,623569.0
1,2002.08.08,313500.0,1500.0,320000.0,320000.0,311000.0,946760.0
2,2002.08.07,312000.0,12000.0,308500.0,314000.0,306500.0,704835.0
3,2002.08.06,300000.0,9000.0,305000.0,305000.0,298500.0,1229320.0
4,2002.08.05,309000.0,10500.0,315500.0,317000.0,308000.0,650820.0
5,2002.08.02,319500.0,5000.0,317500.0,322000.0,312000.0,1037299.0
9,2002.08.01,324500.0,8000.0,333500.0,333500.0,321000.0,522727.0
10,2002.07.31,332500.0,500.0,332500.0,337000.0,331000.0,549688.0
11,2002.07.30,333000.0,8000.0,335000.0,339000.0,333000.0,623474.0
12,2002.07.29,325000.0,5000.0,324000.0,327500.0,319000.0,578590.0
13,2002.07.26,320000.0,19000.0,329500.0,333000.0,317000.0,1277355.0
1,2002.07.25,339000.0,4000.0,350000.0,351000.0,339000.0,950319.0
2,2002.07.24,335000.0,10000.0,333000.0,337000.0,329500.0,677059.0
3,2002.07.23,345000.0,15000.0,326000.0,345000.0,321500.0,827139.0
4,2002.07.22,330000.0,11500.0,328500.0,334500.0,327000.0,789675.0
5,2002.07.19,341500.0,15500.0,350000.0,350500.0,338000.0,863882.0
9,2002.07.18,357000.0,3000.0,353500.0,360500.0,352500.0,802106.0
10,2002.07.16,354000.0,1000.0,360000.0,361500.0,351000.0,852725.0
11,2002.07.15,353000.0,1000.0,348000.0,361000.0,348000.0,735137.0
12,2002.07.12,352000.0,20500.0,344000.0,354500.0,341000.0,800097.0
13,2002.07.11,331500.0,15500.0,337000.0,339000.0,331500.0,759676.0
1,2002.07.10,347000.0,15000.0,355000.0,358500.0,344500.0,713159.0
2,2002.07.09,362000.0,3000.0,360000.0,365000.0,355500.0,661472.0
3,2002.07.08,359000.0,1000.0,370000.0,370500.0,355000.0,1087799.0
4,2002.07.05,358000.0,8000.0,350000.0,360500.0,349000.0,900353.0
5,2002.07.04,350000.0,12000.0,342500.0,350000.0,342500.0,740490.0
9,2002.07.03,338000.0,500.0,331500.0,341500.0,326500.0,811747.0
10,2002.07.02,337500.0,8500.0,322000.0,340000.0,318000.0,812091.0
11,2002.06.28,329000.0,16000.0,325000.0,334500.0,322000.0,911219.0
12,2002.06.27,313000.0,4000.0,319000.0,321500.0,311000.0,895189.0
13,2002.06.26,309000.0,29500.0,330000.0,330500.0,309000.0,1284222.0
1,2002.06.25,338500.0,500.0,345000.0,347000.0,338000.0,603180.0
2,2002.06.24,339000.0,1000.0,331500.0,341000.0,331500.0,558383.0
3,2002.06.21,340000.0,1000.0,335000.0,345500.0,330500.0,973140.0
4,2002.06.20,341000.0,7500.0,340000.0,344000.0,333500.0,859016.0
5,2002.06.19,348500.0,14500.0,363000.0,366000.0,343500.0,1261397.0
9,2002.06.18,363000.0,4000.0,370000.0,375000.0,361500.0,839239.0
10,2002.06.17,359000.0,500.0,361000.0,364500.0,358000.0,565133.0
11,2002.06.14,359500.0,7500.0,353500.0,366000.0,353000.0,756955.0
12,2002.06.12,352000.0,2000.0,346500.0,352000.0,346000.0,858141.0
13,2002.06.11,350000.0,0.0,350000.0,351000.0,344000.0,440162.0
1,2002.06.10,350000.0,5000.0,349000.0,352500.0,348000.0,560056.0
2,2002.06.07,345000.0,10500.0,345500.0,349500.0,344000.0,789281.0
3,2002.06.05,355500.0,3500.0,358000.0,362500.0,354500.0,508345.0
4,2002.06.04,352000.0,1000.0,341000.0,354000.0,340500.0,568130.0
5,2002.06.03,351000.0,9000.0,336000.0,354000.0,336000.0,698025.0
9,2002.05.31,342000.0,13000.0,354000.0,356500.0,342000.0,894746.0
10,2002.05.30,355000.0,7000.0,356500.0,360500.0,352000.0,627422.0
11,2002.05.29,362000.0,7500.0,365000.0,365000.0,354000.0,780641.0
12,2002.05.28,369500.0,8000.0,362500.0,370000.0,360500.0,469593.0
13,2002.05.27,361500.0,4500.0,360000.0,369500.0,359500.0,387056.0
1,2002.05.24,366000.0,6000.0,368000.0,371000.0,365000.0,688056.0
2,2002.05.23,360000.0,10000.0,367000.0,369000.0,359500.0,740371.0
3,2002.05.22,370000.0,14000.0,355000.0,370000.0,351500.0,759299.0
4,2002.05.21,356000.0,14000.0,364500.0,368000.0,355000.0,806714.0
5,2002.05.20,370000.0,12500.0,380000.0,380500.0,370000.0,604934.0
9,2002.05.17,382500.0,12500.0,375000.0,383500.0,373500.0,807100.0
10,2002.05.16,370000.0,6000.0,376000.0,376500.0,369500.0,612939.0
11,2002.05.15,376000.0,18000.0,368000.0,381000.0,367000.0,1412274.0
12,2002.05.14,358000.0,22500.0,347000.0,358500.0,345000.0,1194658.0
13,2002.05.13,335500.0,1500.0,328000.0,338500.0,320500.0,1351427.0
1,2002.05.10,334000.0,28000.0,350500.0,355000.0,332000.0,2000383.0
2,2002.05.09,362000.0,500.0,377000.0,378000.0,362000.0,1494429.0
3,2002.05.08,362500.0,10500.0,358000.0,369000.0,356500.0,1066519.0
4,2002.05.07,352000.0,4000.0,340500.0,352000.0,335000.0,1440529.0
5,2002.05.06,348000.0,22000.0,356500.0,361000.0,348000.0,1102792.0
9,2002.05.03,370000.0,9500.0,372000.0,374500.0,363000.0,1110728.0
10,2002.05.02,379500.0,2500.0,387000.0,387000.0,376500.0,1038085.0
11,2002.04.30,382000.0,1000.0,383000.0,388500.0,378000.0,895732.0
12,2002.04.29,381000.0,19000.0,390000.0,396500.0,380500.0,1066608.0
13,2002.04.26,400000.0,13000.0,407000.0,411500.0,399500.0,1166488.0
1,2002.04.25,413000.0,19000.0,421500.0,426000.0,412500.0,1020219.0
2,2002.04.24,432000.0,5000.0,423000.0,432000.0,418000.0,799632.0
3,2002.04.23,427000.0,17000.0,410000.0,428000.0,405500.0,1197826.0
4,2002.04.22,410000.0,14000.0,403000.0,417000.0,402000.0,1234419.0
5,2002.04.19,396000.0,10500.0,406500.0,413500.0,396000.0,1239727.0
9,2002.04.18,406500.0,500.0,400000.0,408500.0,397500.0,975720.0
10,2002.04.17,406000.0,17000.0,400500.0,411000.0,399000.0,1540512.0
11,2002.04.16,389000.0,4000.0,385000.0,391000.0,381500.0,850537.0
12,2002.04.15,385000.0,16000.0,372000.0,388000.0,372000.0,853327.0
13,2002.04.12,369000.0,9500.0,359500.0,371500.0,355500.0,1108468.0
1,2002.04.11,359500.0,3500.0,357500.0,365000.0,356000.0,1433884.0
2,2002.04.10,356000.0,13000.0,369000.0,369500.0,355500.0,1303617.0
3,2002.04.09,369000.0,0.0,370000.0,373500.0,366000.0,1054820.0
4,2002.04.08,369000.0,20000.0,388000.0,388000.0,369000.0,1552027.0
5,2002.04.04,389000.0,15000.0,399000.0,399000.0,386500.0,1415939.0
9,2002.04.03,404000.0,5500.0,397500.0,405000.0,393000.0,1208603.0
10,2002.04.02,398500.0,24500.0,378000.0,398500.0,370000.0,1567922.0
11,2002.04.01,374000.0,6000.0,375000.0,384500.0,370500.0,1149349.0
12,2002.03.29,368000.0,10500.0,365000.0,371000.0,363000.0,738768.0
13,2002.03.28,357500.0,6000.0,362500.0,370000.0,357500.0,785277.0
1,2002.03.27,363500.0,14500.0,350000.0,365500.0,350000.0,1228204.0
2,2002.03.26,349000.0,9000.0,338500.0,349000.0,336500.0,843913.0
3,2002.03.25,340000.0,10500.0,353000.0,353000.0,340000.0,1090115.0
4,2002.03.22,350500.0,9000.0,345000.0,357000.0,339500.0,971982.0
5,2002.03.21,341500.0,7500.0,340000.0,345500.0,340000.0,672199.0
9,2002.03.20,349000.0,0.0,351000.0,356000.0,346500.0,862100.0
10,2002.03.19,349000.0,17000.0,333000.0,349000.0,333000.0,1260131.0
11,2002.03.18,332000.0,2000.0,335000.0,336000.0,329000.0,1036710.0
12,2002.03.15,330000.0,14000.0,334000.0,336500.0,329000.0,1430383.0
13,2002.03.14,344000.0,4000.0,344500.0,345000.0,329000.0,2115723.0
1,2002.03.13,348000.0,5000.0,345500.0,352500.0,345500.0,668868.0
2,2002.03.12,353000.0,4500.0,344000.0,353500.0,343000.0,787357.0
3,2002.03.11,348500.0,500.0,350000.0,352000.0,343500.0,722758.0
4,2002.03.08,349000.0,7000.0,355000.0,357500.0,345500.0,734248.0
5,2002.03.07,356000.0,7000.0,368500.0,368500.0,355500.0,495617.0
9,2002.03.06,363000.0,2000.0,361000.0,368000.0,357500.0,619124.0
10,2002.03.05,361000.0,11000.0,363500.0,364000.0,356000.0,962357.0
11,2002.03.04,350000.0,7000.0,350500.0,363000.0,350000.0,1219028.0
12,2002.02.28,343000.0,7000.0,350000.0,350500.0,343000.0,861598.0
13,2002.02.27,350000.0,13000.0,333000.0,350000.0,333000.0,917566.0
1,2002.02.26,337000.0,5000.0,341000.0,344000.0,333000.0,681164.0
2,2002.02.25,332000.0,1500.0,330500.0,336500.0,326500.0,679126.0
3,2002.02.22,333500.0,4500.0,327500.0,334000.0,326500.0,942408.0
4,2002.02.21,338000.0,2000.0,343000.0,344500.0,327000.0,1031960.0
5,2002.02.20,340000.0,2500.0,335000.0,343500.0,335000.0,699601.0
9,2002.02.19,342500.0,500.0,345000.0,352000.0,339500.0,725499.0
10,2002.02.18,343000.0,1500.0,341000.0,345500.0,339000.0,713981.0
11,2002.02.15,341500.0,13500.0,347000.0,350000.0,340500.0,857239.0
12,2002.02.14,355000.0,34000.0,337000.0,355000.0,331500.0,1967365.0
13,2002.02.08,321000.0,6000.0,316000.0,321000.0,311000.0,682188.0
1,2002.02.07,315000.0,4000.0,315000.0,323000.0,312000.0,739516.0
2,2002.02.06,319000.0,4000.0,320000.0,324000.0,318000.0,636965.0
3,2002.02.05,323000.0,11000.0,310000.0,324500.0,307000.0,973561.0
4,2002.02.04,312000.0,3000.0,310000.0,316500.0,309000.0,476171.0
5,2002.02.01,309000.0,8500.0,310000.0,316000.0,304500.0,712813.0
9,2002.01.31,300500.0,2500.0,308000.0,310500.0,300500.0,734664.0
10,2002.01.30,303000.0,12000.0,300500.0,309000.0,300500.0,791627.0
11,2002.01.29,315000.0,3500.0,318500.0,322500.0,314500.0,642877.0
12,2002.01.28,318500.0,4500.0,329000.0,329000.0,317500.0,674726.0
13,2002.01.25,323000.0,13000.0,316500.0,328500.0,313000.0,1137546.0
1,2002.01.24,310000.0,2000.0,311000.0,318500.0,309000.0,768310.0
2,2002.01.23,308000.0,8000.0,290000.0,309500.0,289000.0,798014.0
3,2002.01.22,300000.0,9000.0,292000.0,302500.0,292000.0,657912.0
4,2002.01.21,291000.0,5000.0,290000.0,292000.0,286000.0,825347.0
5,2002.01.18,296000.0,4000.0,300500.0,302000.0,294000.0,885232.0
9,2002.01.17,300000.0,1500.0,295000.0,303000.0,293000.0,1112140.0
10,2002.01.16,301500.0,10500.0,307500.0,312500.0,301500.0,1206614.0
11,2002.01.15,312000.0,18000.0,321500.0,323000.0,308000.0,1377508.0
12,2002.01.14,330000.0,24000.0,302500.0,330000.0,302000.0,978026.0
13,2002.01.11,306000.0,2000.0,312000.0,317500.0,302000.0,953687.0
1,2002.01.10,308000.0,14500.0,318000.0,321000.0,308000.0,1096986.0
2,2002.01.09,322500.0,11000.0,310500.0,322500.0,309500.0,902401.0
3,2002.01.08,311500.0,6500.0,319500.0,319500.0,309500.0,760142.0
4,2002.01.07,318000.0,1000.0,313000.0,321500.0,308500.0,1029132.0
5,2002.01.04,319000.0,17000.0,319000.0,320500.0,314500.0,1009482.0
9,2002.01.03,302000.0,6000.0,305000.0,309500.0,301000.0,885636.0
10,2002.01.02,308000.0,29000.0,283000.0,308000.0,281000.0,1142079.0
11,2001.12.28,279000.0,9000.0,280000.0,281000.0,275500.0,769638.0
12,2001.12.27,270000.0,12000.0,260000.0,271000.0,259000.0,807120.0
13,2001.12.26,258000.0,5500.0,256500.0,259500.0,254000.0,434969.0
1,2001.12.24,252500.0,1000.0,252500.0,258000.0,250500.0,408625.0
2,2001.12.21,251500.0,13500.0,255000.0,259500.0,250000.0,833009.0
3,2001.12.20,265000.0,1000.0,260000.0,270500.0,255500.0,648790.0
4,2001.12.19,264000.0,3500.0,265500.0,267500.0,262500.0,617413.0
5,2001.12.18,260500.0,10000.0,254000.0,269500.0,254000.0,1134564.0
9,2001.12.17,250500.0,4500.0,250500.0,257500.0,246000.0,825153.0
10,2001.12.14,255000.0,10000.0,255500.0,261500.0,254500.0,930212.0
11,2001.12.13,265000.0,5000.0,270000.0,271500.0,261000.0,1275323.0
12,2001.12.12,270000.0,11500.0,258000.0,271000.0,251500.0,1077931.0
13,2001.12.11,258500.0,1500.0,252000.0,259500.0,248500.0,1052531.0
1,2001.12.10,260000.0,23500.0,279000.0,279000.0,258500.0,1305630.0
2,2001.12.07,283500.0,8500.0,270000.0,286500.0,266500.0,1174187.0
3,2001.12.06,275000.0,10500.0,278000.0,293000.0,267500.0,2292641.0
4,2001.12.05,264500.0,34500.0,238000.0,264500.0,237000.0,2302638.0
5,2001.12.04,230000.0,5500.0,226500.0,230500.0,222000.0,654850.0
9,2001.12.03,224500.0,6500.0,221500.0,225000.0,214500.0,657275.0
10,2001.11.30,218000.0,8000.0,223000.0,223000.0,216500.0,624634.0
